## This file was originally clean_edetecttb_11oct_withregion.csv. 
## Any edits are listed below. 
## Alterations: 
## Settlment -> Settlement
sex,age_grps,year,n_screened,country,visa_type,region
Female,35-39,2010,4,Cambodia,UK Settlement,SE_Asia
Female,35-39,2011,3,Cambodia,UK Settlement,SE_Asia
Female,35-39,2012,2,Cambodia,UK Settlement,SE_Asia
Female,35-39,2013,3,Cambodia,UK Settlement,SE_Asia
Female,35-39,2014,1,Cambodia,UK Settlement,SE_Asia
Female,35-39,2015,3,Cambodia,UK Settlement,SE_Asia
Female,35-39,2016,4,Cambodia,UK Settlement,SE_Asia
Female,35-39,2017,5,Cambodia,UK Settlement,SE_Asia
Female,35-39,2018,8,Cambodia,UK Settlement,SE_Asia
Female,40-44,2006,0,Cambodia,UK Settlement,SE_Asia
Female,40-44,2007,0,Cambodia,UK Settlement,SE_Asia
Female,40-44,2008,0,Cambodia,UK Settlement,SE_Asia
Female,40-44,2009,0,Cambodia,UK Settlement,SE_Asia
Female,40-44,2010,0,Cambodia,UK Settlement,SE_Asia
Female,40-44,2011,0,Cambodia,UK Settlement,SE_Asia
Female,40-44,2012,0,Cambodia,UK Settlement,SE_Asia
Female,40-44,2013,1,Cambodia,UK Settlement,SE_Asia
Female,40-44,2014,1,Cambodia,UK Settlement,SE_Asia
Female,40-44,2015,1,Cambodia,UK Settlement,SE_Asia
Female,40-44,2016,1,Cambodia,UK Settlement,SE_Asia
Female,40-44,2017,1,Cambodia,UK Settlement,SE_Asia
Female,40-44,2018,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2006,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2007,2,Cambodia,UK Settlement,SE_Asia
Female,45-49,2008,1,Cambodia,UK Settlement,SE_Asia
Female,45-49,2009,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2010,1,Cambodia,UK Settlement,SE_Asia
Female,45-49,2011,1,Cambodia,UK Settlement,SE_Asia
Female,45-49,2012,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2013,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2014,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2015,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2016,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2017,0,Cambodia,UK Settlement,SE_Asia
Female,45-49,2018,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2006,1,Cambodia,UK Settlement,SE_Asia
Female,55-59,2007,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2008,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2009,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2010,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2011,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2012,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2013,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2014,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2015,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2016,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2017,0,Cambodia,UK Settlement,SE_Asia
Female,55-59,2018,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2006,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2007,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2008,1,Cambodia,UK Settlement,SE_Asia
Female,60-64,2009,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2010,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2011,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2012,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2013,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2014,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2015,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2016,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2017,0,Cambodia,UK Settlement,SE_Asia
Female,60-64,2018,1,Cambodia,UK Settlement,SE_Asia
Female,65-69,2006,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2007,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2008,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2009,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2010,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2011,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2012,1,Cambodia,UK Settlement,SE_Asia
Female,65-69,2013,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2014,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2015,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2016,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2017,0,Cambodia,UK Settlement,SE_Asia
Female,65-69,2018,0,Cambodia,UK Settlement,SE_Asia
Male,0-4,2007,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2009,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2010,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2011,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2012,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2013,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2014,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2015,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2017,1,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2007,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2009,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2010,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2011,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2012,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2013,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2014,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2015,0,Cambodia,UK VISA (other),SE_Asia
Male,5-9,2017,1,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2007,0,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2009,2,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2010,0,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2011,0,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2012,0,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2013,0,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2014,0,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2015,0,Cambodia,UK VISA (other),SE_Asia
Male,15-19,2017,1,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2007,0,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2009,0,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2010,0,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2011,0,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2012,0,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2013,0,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2014,2,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2015,0,Cambodia,UK VISA (other),SE_Asia
Male,20-24,2017,0,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2007,0,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2009,0,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2010,1,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2011,1,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2012,1,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2013,1,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2014,0,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2015,1,Cambodia,UK VISA (other),SE_Asia
Male,25-29,2017,0,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2007,0,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2009,0,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2010,1,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2011,0,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2012,2,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2013,0,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2014,0,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2015,0,Cambodia,UK VISA (other),SE_Asia
Male,30-34,2017,0,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2007,1,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2009,1,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2010,0,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2011,0,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2012,1,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2013,0,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2014,0,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2015,0,Cambodia,UK VISA (other),SE_Asia
Male,35-39,2017,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2007,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2009,1,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2010,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2011,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2012,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2013,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2014,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2015,0,Cambodia,UK VISA (other),SE_Asia
Male,45-49,2017,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2009,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2010,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2011,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2012,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2015,1,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2017,1,Cambodia,UK VISA (other),SE_Asia
Female,5-9,2018,1,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2009,1,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2010,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2011,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2012,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2017,0,Cambodia,UK VISA (other),SE_Asia
Female,10-14,2018,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2009,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2010,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2011,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2012,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2014,1,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2017,0,Cambodia,UK VISA (other),SE_Asia
Female,15-19,2018,0,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2009,1,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2010,1,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2011,2,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2012,0,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2013,2,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2017,0,Cambodia,UK VISA (other),SE_Asia
Female,20-24,2018,1,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2008,1,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2009,3,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2010,2,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2011,2,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2012,2,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2014,2,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2016,1,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2017,2,Cambodia,UK VISA (other),SE_Asia
Female,25-29,2018,0,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2009,0,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2010,0,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2011,2,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2012,4,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2015,1,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2017,4,Cambodia,UK VISA (other),SE_Asia
Female,30-34,2018,2,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2008,1,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2009,1,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2010,1,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2011,0,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2012,1,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2015,2,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2017,3,Cambodia,UK VISA (other),SE_Asia
Female,35-39,2018,1,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2009,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2010,2,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2011,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2012,1,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2017,0,Cambodia,UK VISA (other),SE_Asia
Female,40-44,2018,1,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2009,1,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2010,0,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2011,0,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2012,1,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2017,1,Cambodia,UK VISA (other),SE_Asia
Female,45-49,2018,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2009,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2010,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2011,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2012,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2017,0,Cambodia,UK VISA (other),SE_Asia
Female,50-54,2018,1,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2008,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2009,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2010,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2011,1,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2012,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2013,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2014,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2015,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2016,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2017,0,Cambodia,UK VISA (other),SE_Asia
Female,65-69,2018,0,Cambodia,UK VISA (other),SE_Asia
Male,0-4,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,0-4,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,0-4,2015,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,0-4,2016,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,0-4,2017,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,0-4,2018,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,5-9,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,5-9,2014,4,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,5-9,2015,8,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,5-9,2016,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,5-9,2017,4,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,5-9,2018,7,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,10-14,2013,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,10-14,2014,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,10-14,2015,6,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,10-14,2016,8,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,10-14,2017,7,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,10-14,2018,17,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,15-19,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,15-19,2014,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,15-19,2015,5,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,15-19,2016,4,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,15-19,2017,17,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,15-19,2018,17,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,20-24,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,20-24,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,20-24,2015,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,20-24,2016,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,20-24,2017,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,20-24,2018,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,25-29,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,25-29,2014,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,25-29,2015,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,25-29,2016,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,25-29,2017,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,25-29,2018,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,30-34,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,30-34,2014,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,30-34,2015,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,30-34,2016,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,30-34,2017,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,30-34,2018,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,35-39,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,35-39,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,35-39,2015,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,35-39,2016,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,35-39,2017,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,35-39,2018,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,40-44,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,40-44,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,40-44,2015,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,40-44,2016,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,40-44,2017,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,40-44,2018,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,45-49,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,45-49,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,45-49,2015,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,45-49,2016,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,45-49,2017,4,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,45-49,2018,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,50-54,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,50-54,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,50-54,2015,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,50-54,2016,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,50-54,2017,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,50-54,2018,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,55-59,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,55-59,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,55-59,2015,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,55-59,2016,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,55-59,2017,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,55-59,2018,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,65-69,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,65-69,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,65-69,2015,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,65-69,2016,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,65-69,2017,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,65-69,2018,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,70-74,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,70-74,2014,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,70-74,2015,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,70-74,2016,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,70-74,2017,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Male,70-74,2018,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,0-4,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,0-4,2014,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,0-4,2015,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,0-4,2016,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,0-4,2017,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,0-4,2018,6,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,5-9,2013,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,5-9,2014,4,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,5-9,2015,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,5-9,2016,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,5-9,2017,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,5-9,2018,10,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,10-14,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,10-14,2014,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,10-14,2015,9,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,10-14,2016,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,10-14,2017,11,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,10-14,2018,9,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,15-19,2013,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,15-19,2014,5,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,15-19,2015,4,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,15-19,2016,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,15-19,2017,11,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,15-19,2018,7,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,20-24,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,20-24,2014,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,20-24,2015,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,20-24,2016,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,20-24,2017,10,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,20-24,2018,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,25-29,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,25-29,2014,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,25-29,2015,8,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,25-29,2016,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,25-29,2017,6,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,25-29,2018,9,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,30-34,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,30-34,2014,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,30-34,2015,5,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,30-34,2016,5,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,30-34,2017,2,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,30-34,2018,3,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,35-39,2013,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,35-39,2014,1,Cameroon,UK Family Reunification,Sub_Saharan_Africa
Female,35-39,2015,0,Cameroon,UK Family Reunification,Sub_Saharan_Africa
